u,v,key,geometry
7541632928,21684354,0,"MULTILINESTRING ((30.0169318 59.8574431, 30.01732 59.8564768), (30.01732 59.8564768, 30.0173025 59.8564575), (30.0173025 59.8564575, 30.0166602 59.8556482), (30.0166602 59.8556482, 30.0213779 59.8546903), (30.0213779 59.8546903, 30.0213113 59.8546175), (30.0213113 59.8546175, 30.0257622 59.853976), (30.0257622 59.853976, 30.0311319 59.853372), (30.0311319 59.853372, 30.0372517 59.8526637), (30.0372517 59.8526637, 30.035175 59.847856), (30.035175 59.847856, 30.0338374 59.8466111), (30.0338374 59.8466111, 30.02904 59.8477637), (30.02904 59.8477637, 30.0285065 59.8463924), (30.02904 59.8477637, 30.0273732 59.8480859), (30.02904 59.8477637, 30.0285065 59.8463924), (30.02904 59.8477637, 30.0273732 59.8480859), (30.0285065 59.8463924, 30.0281897 59.8453699), (30.0281897 59.8453699, 30.0275044 59.8446485), (30.0275044 59.8446485, 30.0309818 59.8433363), (30.0309818 59.8433363, 30.0357213 59.8416685), (30.0309818 59.8433363, 30.0301108 59.8422665), (30.0309818 59.8433363, 30.0357213 59.8416685), (30.0309818 59.8433363, 30.0301108 59.8422665), (30.0273732 59.8480859, 30.0256595 59.848491), (30.0256595 59.848491, 30.0210184 59.8476954), (30.0210184 59.8476954, 30.0200151 59.8481557), (30.0200151 59.8481557, 30.0171301 59.8495058), (30.0171301 59.8495058, 30.0132045 59.8505138), (30.0132045 59.8505138, 30.0116325 59.8506416), (30.0116325 59.8506416, 30.0096206 59.8498054), (30.0096206 59.8498054, 30.0088984 59.8485298), (30.0088984 59.8485298, 30.0085788 59.8480057), (30.0085788 59.8480057, 30.0064037 59.8452138), (30.0301108 59.8422665, 30.0281433 59.8414696), (30.0281433 59.8414696, 30.0254231 59.8397509), (30.0254231 59.8397509, 30.0231513 59.8383314), (30.0231513 59.8383314, 30.0217572 59.8376477), (30.0217572 59.8376477, 30.0068867 59.8371762), (30.0068867 59.8371762, 30.0062683 59.8371764), (30.0062683 59.8371764, 30.0019552 59.8377704), (30.0019552 59.8377704, 30.0054638 59.8396129), (30.0054638 59.8396129, 30.0064037 59.8452138))"
21684354,769992505,0,"MULTILINESTRING ((30.0357213 59.8416685, 30.0309818 59.8433363), (30.0273732 59.8480859, 30.0256595 59.848491), (30.0256595 59.848491, 30.0210184 59.8476954), (30.0210184 59.8476954, 30.0200151 59.8481557), (30.0200151 59.8481557, 30.0171301 59.8495058), (30.0171301 59.8495058, 30.0132045 59.8505138), (30.0132045 59.8505138, 30.0116325 59.8506416), (30.0116325 59.8506416, 30.0096206 59.8498054), (30.0096206 59.8498054, 30.0088984 59.8485298), (30.0088984 59.8485298, 30.0085788 59.8480057), (30.0085788 59.8480057, 30.0064037 59.8452138), (30.0301108 59.8422665, 30.0281433 59.8414696), (30.0281433 59.8414696, 30.0254231 59.8397509), (30.0254231 59.8397509, 30.0231513 59.8383314), (30.0231513 59.8383314, 30.0217572 59.8376477), (30.0217572 59.8376477, 30.0068867 59.8371762), (30.0068867 59.8371762, 30.0062683 59.8371764), (30.0062683 59.8371764, 30.0019552 59.8377704), (30.0019552 59.8377704, 30.0054638 59.8396129), (30.0054638 59.8396129, 30.0064037 59.8452138))"
