osmid,new_nodes,x,y,geometry
7541632928,7541632928,30.0169318,59.8574431,POINT (30.0169318 59.8574431)
21684354,21684354,30.0357213,59.8416685,POINT (30.0357213 59.8416685)
769992505,769992505,30.0064037,59.8452138,POINT (30.0064037 59.8452138)
